asin,question,item_name,hours_diff,label
B078V71S1Y,My light flickers. It is not on a dimmer switch. What should I do?,"Cloudy Bay LED Bathroom Vanity Light,36 inch 4000K Cool White,28W 1800lm Dimmable Mirror Makeup Light,Wall Lighting Fixture,Brushed Nickel",1531,Post
B07MZVCWSF,Is there a way to connect two of the strips together?,"Cynkie 16.4ft LED Flexible Strip Lights, 150 Units SMD 5050 LEDs, Non-Waterproof 12V DC Light Strips, RGB LED Light Strip Kit with 44Key Remote Controller and Power Supply for Kitchen Bedroom Car Bar",49,Post
B00HB0WB8Q,Will these jeans be avalible again? These are my favorite jeans.,StoneTouch Men's 13 oz Premium Denim Jeans-TB07-32x34- Blue,41323,Post
B07GSPNLXZ,How long can I take these for?  They obviously are working really well  for me but just wondering if I will see diminished returns over time?,"Keto Body Cut - BHB Salt Supplements That Provide Exogenous Ketones and Support Ketogenic Diet, Ketosis, Workout Performance, and Energy",2466,Post
B07JFYJZ3J,Is this a 360 wig?,BQ HAIR 360 Lace Frontal Wig Pre Plucked-150% Density body wave Lace Front Wig- Brazilian Virgin Remy Human Hair-Natural Color (24 inch 360 wig),-238,Pre
B013O9HV1O,Why I have never received my Tupperware order?,Tupperware Canister Storage Countertop Canisters Airtight Lids 4 Piece,942,Post
B01J6DP6QO,What are the ingredients?,Celeb Luxury Viral Colorwash: Color Depositing Shampoo,-1,Pre
B00NPAJ8L4,Does this unit come with the auto fill tank the point-of-use tank in other words can this be plumbed in right out of the box or do I have to buy anoth,Keurig K150P Commercial Brewing System Pre-assembled for Direct-water-line Plumbing,2223,Post
B07BN46TML,paste squirt out ? how is it dispensed .,Aquafresh Kids Cavity Protection Toothpaste 4.6oz (6 Pack),-1038,Pre
B07NP7CFF4,Is this the actual one in pictures? Every time I go to check out it shows something different,"Pocket Simulation-Pussycat Male Adult Toys Men Hands Free Pleasure, Fleshcolor (Weight: 2.51LB)",-1,Pre
B000DZ9XGE,How thin,"Oxford Twin-Pocket Folders, Textured Paper, Letter Size, Gray, Holds 100 Sheets, Box of 25 (57505EE)",-1,Pre
B01IP6Q20M,Hey I donâ€™t wanna cancel I just wanna changed my order color,Anbaby Sequined Girls Skirt/Romper Dress/Mermaid Halloween Clothes 0-6Months Rose+Blue,7,Pre
B07L6DKM8V,"Guys, is this read and write speed normal? mine is a p34a80 256gb m.2 gen3 x4 , 2500mb/s read and 950mb/s write.","Silicon Power 512GB NVMe M.2 PCIe Gen3x4 2280 TLC R/W up to 3,400/2,300MB/s SSD (SU512GBP34A80M28AB)",882,Post
B00IYFHQ9G,I need the frame for this 10 x7x6 greenhouse ?,BenefitUSA Hot Green House 10'x7'x6' Larger Walk In Outdoor Plant Gardening Greenhouse,10812,Post
B017WS1UC4,The shade was damaged during the install. How can I purchase a replacement?,"Kira Home Addison 13"" 2-Light Semi-Flush Mount Ceiling Light Fixture w/Off-White Fabric Drum Shade Brushed Nickel Finish",3011,Post
B07BXYS45W,How does this coat run?,Marc New York by Andrew Marc Chelsea Down Filled Velvet Trim Faux Fur Trim Hood Shell MD (US 8-10),-1,Pre
B003E63ATA,is the cable supplied with it?,HELLA 008319501 12V Xenon Ballast Unit,-551,Pre
B07L1G2FZZ,Is there a power off feature? is it automatic? Should I just remove the battery pack every time?,"PC Gaming Controller, EasySMX Wireless 2.4G Gamepads with Vibration Fire Button (Black red)",115,Post
B005IV0BJ6,Do you ship this item to hong kong? or does the manufacturer have a hong kong based website?,"Hugo Mobility Quadpod Offset Cane with Ultra Stable Cane Tip, Smoke",-26,Pre
B079TJ14TX,I just want to confirm this is an oem harman igniter as it states in the description? thanks,Pellethead Replacement for Harman 15 Fin Igniter 3-20-677200 - MADE IN THE USA,13,Pre
B07H1V27TT,This ring says its a size 8 but its also adjustable will it adjust all the way to a size 11??,"Butterfly Expandable Open Rings for Women - Cubic Zirconia Rings Can Adjustable Finger Size and Moving Wings Gold Plated AAA Zirconia, Perfect for Party and Gift for Women (Black Butterfly Ring)â€¦",-20,Pre
B07FP4KS3R,How often can I take this?,"200mg Caffeine Pills - MCT Oil from 100% Coconuts + 100mg L-Theanine, Advanced Energy, Clean Focus and Perfect Clarity + All Natural Smooth Extended Release",236,Post
B00PHQV4K2,Has anyone tried this for psoriasis?,Copaiba Essential Oil - 100% Pure Therapeutic Grade Copaiba Oil - 10ml,-1,Pre
B00PFDNDOC,"how to use nasacort allergy spray, sray in nostrils or throat?","Nasacort Allergy 24 Hr Multi-symptom Nasal Allergy Relief Spray, 120 Count",-1,Pre
B07J4YXWYX,"Does the split king come with two remotes?  Also, to whom to I email to be certain I get the lift kit?","Glideaway Odessa Adjustable Bed Base-Alexa Technology- Voice Activation- Bluetooth- Lift kit- Cooling 10"" Gel Mattress Included- Made in The USA by Southern Comfort Bedding (Split King)",-14,Pre
B005L0W160,How do you assemble this? no instructions other than how to put the wheels on.,"Carlisle 3690804 Commercial Mop Bucket with Side Press Wringer, 26 Quart Capacity, Yellow",62,Post
B07GFBVC98,does anyone know how to contact Dogjog ?  I am missing the part that lets it plug into an outlet. Would like a email or phone #,INVENHO Pet Nail Grinder Electric Paw Trimmer Clipper Small Medium Large Dogs Cats Portable & Rechargeable Gentle Painless Paws Grooming Trimming Shaping Smoothing,264,Post
B000CNO722,Why is the dewalt dw1647 labeled not to use in a drill press?,DEWALT DW1647 12-Inch Selfeed Bit Extension,10363,Post
B0043GD6XK,Can you safely plug a power strip to this extension?,Pwr+ 25 Ft Power Extension Cord Cable Extender - 18AWG NEMA 5-15P to 5-15R Strip Liberator Charger Outlet Saver Extra Long 25FT,19,Pre
B01CQR31ZK,I have a 2012 jeep grand cherokee laredo. it looks for of like a 2013 or 2014. will it fit my car???,Danti Latest Honeycomb Matte Mesh Front Grill Grille Inserts Cover Kit 7 pc for Jeep Grand Cherokee 2014 2015 2016 (Black),-1,Pre
B01MR8FKXI,"""Could these staples be described as """"Senco L Style staples"""" ?""","PowRyte Elite 18 Gauge by 1/2 to 1 in Multi-Pack Narrow Crown Staples, 1200-Pack",94,Post
B0002MLAE6,I have 2 cats.one has crystals but is it safe for both to eat this food?,"Purina ONE Urinary Tract Health Dry Cat Food, Urinary Tract Health Formula - 7 lb. Bag",2076,Post
B004OGNH1K,How much is in this box of porridge?,Rude Health - Porridge - 5 Grain 5 Seed - 500g,-42,Pre
B07F8JTWFV,Does this auto shut off when it gets a certain temp? I've had mine for 1 day and it turned off. I've unplugged and it still will not come on.,DONYER POWER 1500 Watt Portable Space Heaters Ceramic Space Heater with Adjustable Thermostat,76,Post
B07CK8GD47,Do the rings fit 3yo to 5 yo Girls?,"84pcs Unicorn Party Favors, Bracelets, Rings, Keychains, Necklace, Tattoos, Hair clips and Unicorn party bags. 12 pcs for each. Rainbow Unicorn Birthday Party Supplies Set Novelty Toys for Kids Girls",-17,Pre
B06ZYWGCDS,How many are included... one unit or two for both left and right?,SKP SK80501 Suspension Stabilizer Bar Link,-40,Pre
B077ZTYXQF,"Do these really need to be reprogrammed? I only plan on using this with my child. There was no mention of this in the listing.  If so, how?",Mini Walkie Talkies with Earpiece Rechargeable 3 Watt for Camping Hiking Playing Outdoor Game by Luiton (Black 2 Packs),86,Post
B017B2043W,"""Is this camera """"wired"""" or """"wireless""""? The description says """"wired"""" but other sites selling the same model show it as """"wireless""""...""","Arlo Q â€“ Wired, 1080p HD Security Camera | Night vision, Indoor only, 2-Way Audio | Cloud Storage Included | Works with Alexa (VMC3040)",23,Pre
B005W270QI,What kind of plug does it have,Ezgo golf cart Powerwise 36 volt battery charger. This is a Schauer golf cart battery charger.,-1,Pre
B07GH6GTH4,"Can i store this with the lid upside down? if i store it with the pull handle pointing down into the bowl what is the height? i only have 7 3/4""""","MUELLER Large 5L Salad Spinner Vegetable Washer with Bowl, Anti-Wobble Tech, Lockable Colander Basket and Smart Lock Lid - Lettuce Washer and Dryer - Easy Water Drain System and Compact Storage",-2,Pre
B01HRLB14S,Will this fade with sunlight,"Damenight 100% Hand Painted Oil Painting on Canvas Sexy Nude Girl Naked Lady Back Figurative Hand Painted Oil Painting with Stretched Frame 1-pieces Set Wall Art for Home Decor,24x36inch",-33,Pre
B000TCTD3Y,How will this battery come packaged?  Im worried about damage during shipping on and item this heavy.,Odyssey 34/78-PC1500DT Automotive and LTV Battery,-25,Pre
B01KNVF4SI,How do i receive refund or replacement ? Both of mine broke within weeks and shattered my screen underneath...,"JETech Screen Protector for Apple iPhone 8 and iPhone 7, 4.7-Inch, Case Friendly, Tempered Glass Film, 2-Pack",4681,Post
B00X90ZYJ0,whats the catch to get the cover off to install the diffuser?,"Bright Eyes Fully Waterproof 1600 Lumen Rechargeable Mountain, Road Bike Headlight, 6400mAh Battery (Now 5+ Hours on Bright Beam). Comes w/Free Diffuser Lens and Free TAILLIGHT",827,Post
B07MVVM3XD,does this product carry any warranty,ã€Full Adhesive Glueã€‘Compatible With Samsung Glaxay S8 Screen Protector Tempered Glass for Galaxy S 8 8s Protective Film 3D Curved ã€9H Hardnessã€‘ã€Bubble Freeã€‘ã€Case-Friendlyã€‘ Temper Glas Saver Full Cover,71,Post
B07GG4QKM8,I am 6ft1 260lbs what size qould i need,"Tommy Hilfiger Men's Classic Hooded Puffer Jacket (Regular and Big & Tall Sizes), Midnight/White/Red, 3XT",-1,Pre
B01N4IETBW,Can it be steam cleaned ?,"Melodieux Wheat Embroidery Faux Linen Blackout Wide Curtains for Living Room Patio Door Large Window Grommet Drape, Beige/Green, 100 by 96 Inch (1 Panel)",118,Post
B07K33H3DK,Itâ€™s neverlocked?,"Apple iPad Pro (11-inch, Wi-Fi + Cellular, 256GB) - Silver (1st Generation)",-13,Pre
B07JB65VM5,My stickers donâ€™t glow worth a darn. Do I need to bathe them in a 1 million candle power spotlight to activate the luminescent material??? Seriously!!,"Glow in The Dark Wall Stickers, Buery 407 Pcs Removable Glow in Dark Dots Wall Decals Stickers Room Decor Kit, Adhesive Dots Luminous Ceiling Decals for Kids Bedroom Halloween Home Decoration",113,Post
B00BTMCEGQ,This product sometimes comes in bulk and sometimes individually wrapped. How do I make sure it's always individually wrapped?,"Celltreat 229617 Polypropylene L-Shaped Cell Spreader, Sterile, 145mm Length, Green (Case of 500)",4014,Post
B01N4KI6ND,do I need an adaptor for bugaboo camelon 2007?,"Bugaboo 2017 Comfort Wheeled Board - Stroller Ride On Board with Detachable Seat, Holds Children Up to 44lbs",-117,Pre
B00ZRWMCXY,Mine has split at the seams and mildewed inside. Purchased July 2017. Isnâ€™t there a 10 year money back guarantee?,"GORILLA GRIP Original Spa Bath Pillow Features Powerful Gripping Technology, Comfortable, Soft, Large, 14.5x11, Luxury 2 Panel Design for Shoulder, Neck Support, Great for Hot Tub, Jacuzzi, Spas",14117,Post
B07DGQ9LH8,What is the size of the yellow tip for the AC adapter?  It is bigger than the 4.5x3.0mm blue tip.,BatPower EX10H 148Wh Laptop Portable Charger Power Bank for HP Pavilion Envy Spectre Split Slatebook Chromebook Streambook EliteBook Notebook (Circular Connector) USB QC Charge for Tablet Smartphone,180,Post
B00MI8OX3C,Do these contain Chloride?,"Crafty Croc Liquid Chalk Markers, 10 Pack of Neon Chalk Pens, For Nonporous Chalkboards, Bistro Boards, Glass and Windows",35605,Post
B07DPKQ9TK,Can I purchase extra tips for this product,110V Multifunction Pyrography Machine Gourd Crafts Wood Burning Tool Kit Set with 20 Nib for Wood and Leather Pyrography (100W Dual Port),15,Pre
B01N2HLQB3,Will this wheel work on carbide saw blades?,"Flyshop 6"" Diamond Coated Grinding Grind Disc Wheel 600 Grit for Marble Granite Stone",-1,Pre
B07GSZNVGY,Is this kit for left and right control arm and includes what shown in the picture times 2?  The picture only shows parts for one arm.,Whiteline - W53377A - Control Arm - Lower Inner Bushing - Front,-29,Pre
B076KL3K87,"What will keep the flapper up longer? Opening all the holes, or closing down all the holes?","Toto THU500S Replacement Flapper for Select 3 Inch Flush Valve Tanks, Red (1 Pack)",48,Post
B07FT1YBVB,will any universal foam filter fit the mic?,"NUBWO Gaming Headset for Xbox One PS4 PC Gaming and Nintendo Switch,Stereo Surround Noise Cancelling Over Ear Gaming Headphones with Mic Volume Control for Xbox 1 S Playstation 4 Laptop,PC,Mac,iPad",52,Post
B079YYR9K1,Can i take the adrenal pill with the thyroid support supplement? or should i finish the adrenal bottle first?,"Adrenal Support & Cortisol Manager, 1300 mg, Best Adrenal Fatigue Supplements with Adaptogenic Herbs Ashwagandha Rhodiola Rosea, Licorice Root Providing Anxiety Relief, Calm & Adrenal Health",13,Pre
B07KYP4MTJ,I bought the screen replacement for an iPhone 8 and it doesnâ€™t work.,Screen Replacement Compatible with iPhone 8 4.7 Inch LCD - Compatible White iPhone 8 LCD 3D Touch Screen Display Repair Kit Assembly with Complete Repair Tools (Black),156,Post
B01ACEKAJY,Can you replace the battery for the kindle fire hd?,"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Black - with Special Offers (Previous Generation - 6th)",16239,Post
B00ZX62PH2,"""How much do the 18"""" X 15"""" and 36"""" X 26"""" weight respectively?""","Eagle Ray Porcelain Swimming Pool Mosaic (18"" x 15"" with Shadow)",-48,Pre
B07J4TNYV8,What is a gimbal that I can use for this product?,AKASO V50 Elite 4K60fps Touch Screen WiFi Action Camera Voice Control EIS Web Camera 131 feet Waterproof Camera Adjustable View Angle 8X Zoom Remote Control Sports Camera with Helmet Accessories Kit,1,Pre
B07281KBQ7,I recently purchased the bright green silicone rolling pin and mat. The green silicone on the rolling pin appears to be removable and washable. Is it?,Rolling Pin Pastry Mat - Large Long Silicone Nonstick Rolling Pin 16.9'' - Thick Large Nonslip Silicone Pastry Mat Dough Mat 20'' X 16'' for Baking and Rolling Dough,132,Post
B07BDR19KQ,does it have non slip pads on the bottom?  I'm concerned it will slide around on my granite countertop...,"BOOKAHOLIC Lap Desk| Enhanced Organic Bamboo Lap Tray with Vent Holes & Built-in Fabric Covered Mouse Pad for 11"",13"",15"" Laptops| Computer,Tablet, Phone Stand",-108,Pre
B06WP4KY24,Can this device also clear the codes or only read them?,LAUNCH Creader 4001 OBD2 Scanner Diagnostic Scan Tool Car Code Reader for Turning Off Check Engine Light Reads and Clears Engine Fault Codes,-1,Pre
B0076HJE1G,Does this have magnet in it?,Sunex 318MMG 3/8-Inch Drive 18-Mm Magnetic Impact Socket,10581,Post
B07HWY5KMG,what steel is made of?,"siwode Handmade Short Sharp Katana,Full Tang, Ebony Scabbard,Pure Copper Tsuba,Japanese Ninja Samurai Real Sword (Folded Steel) 12-Inch",-20,Pre
B07L4KVYJ2,Is coming with new firmware update 1.04?,Razer Game Controller Raiju Ultimate: Ergonomic Multi-Function Button Layout - Hair Trigger Mode - Allows Advanced Customization - Bluetooth&Wired Connection-Mobile Gaming Controller by,-25,Pre
B07J245NJ3,"This comes with the nvidia rtx 2080 ti as stated, correct?","CYBERPOWERPC Gamer Xtreme VR GXiVR8380A Gaming PC (Liquid Cooled Intel i7-9700K 3.6GHz, 16GB DDR4, NVIDIA GeForce RTX 2080 Ti 11GB, 480GB SSD, 3TB HDD, WiFi & Win 10 Home) Black",25,Post
B07MT3SD6W,Does the sectional come with clips to keep it from moving around,"Outsunny 7-Piece Outdoor Wicker Patio Sofa Set, Modern Rattan Conversation Furniture Set with Cushions, Pillows and Tea Table, Dark Blue",-166,Pre
B07881LYBD,where can i buy replacement spray nozzles for the 2 oz?,"12 Pack,2oz Clear Glass Bottle Bottles with Black Fine Mist Sprayer.Refillable & Reusable.Designed for Essential Oils, Perfumes,Cleaning Products,Aromatherapy.12 Chalk Labels as gift.",-6,Pre
B00133VQZQ,This is my first time installing one. 2004 avalon. will i need anything else except this and the unit? getting a 7â€ double din,Metra 95-8211 Double DIN Installation Kit for 2000-2004 Toyota Avalon Vehicles,-1,Pre
B002WTCLGI,What should the dosage be by childâ€™s weight?  I know the bottle says 2.5ml but itâ€™s the same for kids of different ages and weights?,"Nordic Naturals - Children's DHA, Healthy Cognitive Development and Immune Function, 8 Fl Oz",13628,Post
B07JY5NVFT,Can you patch an iPad or tablet into the bodypack for sporting event background music?,"Phenyx Pro UHF Wireless Microphone System, Cordless Handheld/Bodypack/Lapel/Headset Mic Set, Multichannel,Professional Long Distance Performance, Ideal for Presentation, PA, Church (PTU-71-New)",-1,Pre
B06XZWHBJ4,"can this camera be returned now? I replaced the batteries a month  ago, and they are dead already, sitting on my desk in off position",Blink XT Home Security Camera System - 1 Camera Kit - 1st Gen,5536,Post
B07MJ46HDL,Wil it turn your finger green since it is gold plated?,Newshe Rose Gold Engagement Wedding Ring Sets for Women 925 Sterling Silver Round White Cz Size 10,4,Pre
B07GGVQBC3,Will this charge an Lg Aristo android smartphone?,"Qi Wireless Charging Stand Real Wood + Aluminum Metal Trim 10W Fast Charge for iPhone Xs Max, XR, X, 8/8 Plus | Samsung Galaxy Note 8, Note 9, S7/S7+/S7 Edge, S8/S8+, S9/S9+, LG by Fiora",-133,Pre
B07H95LRMQ,Description is a little confusing. Is this the 48v 500 watt model?,NAKTO Fat Tire Electric Bicycle 500W High Speed Brushless Motor and Detachable Waterproof Lithium Battery Electric Bikes Beach Snow ebike,-2,Pre
B00P87BFSG,I want to know if this shoes have sny warranty?,"Womens Ballerina Ballet Flat Shoes Solids & Leopards 7, Black Pu 8600",1116,Post
B0789PYHY5,Is it possible to just purchase the weights?,"Easy Fermenter XL: Simplified Fermenting In 1 Gallon Jars! Make Sauerkraut, Kimchi, Pickles Or Any Fermented Probiotic Foods. 1 Lid, Weighting System, Extractor Pump & Printed Recipe Book",-1,Pre
B079H7TW5F,Is this cage osha certified?,Titan 4'x8' Telehandler Work Platform Man Basket,-193,Pre
B07JG7T89D,"My pan says large, how is that a mini donut?",,76,Post
B06WWJ8Z75,I want to buy 10 case of this one can I get free shipping by tomorrow,"Guest Check CT-G3516 Single Part Bond, Perforated, Green, 3.4"" x 5.04"" Qty: 10000 (10pkg, 100 of 10 Books)",6629,Post
B073GBFGQG,How much product weight?,"Stainless Steel 1-3/4"" Performance Racing Long Tube Exhaust Header & Y-Pipe Kit 07-13 Chevy/GMC Silverado Sierra Suburban Tahoe Yukon 1500 4.8L, 5.3L, 6.0L & 6.2L V8",10,Pre
B06WD4WYZY,I want to be able to have the door close quickly and firmly. Can these be adjusted to accomplish this?,(Pack of 2) Hager Oil-rubbed Bronze 4 X 4 Spring Door Hinges (Square Corner),-70,Pre
B075TQ4R3Y,how do i contact for guarantee,"iPhone X Screen Protector, Skinomi [3-Pack HD Clear] Tempered Glass Screen Protector for iPhone X [Case-Friendly] Ultra Thin Screen Protector for Apple iPhoneX 2017 [Scratch Resistant]",8196,Post
B00JWW9HVU,What size is the exhaust pipe?,For Chevy Camaro Catback Exhaust System 4 inches Tip Dual Path Muffler - SS ZL1,0,Pre
B07LCFW77N,Whatâ€™s this made out of?,"JimmLoo Tension Curtain Rod Tension Rods (Black, 42-83 inch)",-3,Pre
B0017QPLMI,Is it safe for baby?,"Dr. Bronnerâ€™s - Organic Sugar Soap (Lavender, 12 Ounce) - Made with Organic Oils, Sugar and Shikakai Powder, 4-in-1 Uses: Hands, Body, Face and Hair, Cleanses, Moisturizes and Nourishes, Vegan",-1,Pre
B07M8V5RTR,Is it normal for the inside camera (B) to have a slightly different reddish tint in low light?,"TOGUARD Uber Dual Dash Cam Full HD 1080P+1080P Inside and Outside Car Camera Dash Cams 3"" LCD 340Â° Dashboard Camera with G-Sensor, WDR, Parking Monitor, Motion Detection for Truck Car Taxi",118,Post
B00KYIC5QA,is this real nutritional yeast? it does now show any protein in it and nutritional yeast is suppose to be a great source of protein,"From The Fields Organic Nutritional Yeast Flakes, 5.5 Ounce",39,Post
B071JW47FQ,What is the Carb count per drink I do not see that ?,"Lean 1 Vanilla Fat-Burning protein Shake by Nutrition 53, Lactose & Gluten Free with Green Coffee Bean Extract, 23 Serving Tub - 42 Oz",6896,Post
B07JLJ9FJR,Hi there! How long does it normally take for yâ€™all to send the install video? I have yet to receive anything and want to install them correctly!!,Skysep Black Full Set Universal Fit 5 Seats Car Surrounded Solid Color Waterproof Leather Car Seat Covers Protector Adjustable Removable Auto Seat Cushions with 2 Waist Pillows 2 Headrest Pillows,240,Post
B00QZ8OW46,Is this easy to use?,"Joico Intensity Semi-Permanent Hair Color, Amethyst Purple, 4 Ounce",273,Post
B071GVHC3L,Weight capacity full size?,"Zinus Daniel 7.5 Inch Essential Metal Box Spring with Easy Assembly , Full",-1,Pre
B06Y57C5Y4,will the black color bleed onto the Apple Pencil? I had this for my original iPad Pro/Pencil and it stained it.,ZUGU CASE Apple Pencil 1 & 2 Holder Sticker - Peel N Stick Elastic Stylus Pocket (Black),8506,Post
B07KZLD87Z,when is the product expiry date?,"Premium Vitamin C 1000mg with Elderberry, Citrus Bioflavonoids & Rose Hips - 120 Capsules Vegan, Non-GMO Antioxidant Supplement for Immune Health & Collagen Production 500mg Powder Pills",0,Pre
B01MR7M2I5,stopped working in 2 days? How can I return or get replacement?,"Google USB-C Charging Rapidly Charger for 2nd & 3rd Gen Pixel devices (18W 3A Charger + 3 Foot USB-C, C-C Cable)",165,Post
B07CRQ86KR,What is the diameter of the lid on this jar?,"Vivaplex, 12, Green, 15 ml, Round Glass Jars, with Inner Liners and black Lids",0,Pre
B07KVZVD74,How do you get the screen protector off?  I dont see where you can remove it from the back without breaking the case...thank you,"LG Stylo 3 Case,LG Stylo 3 Plus/LG Stylus 3 Case,HOKOO [Built-in Screen Protector][Kickstand][Heavy Duty] Fullbody Armor Swivel Belt Clip-Black",91,Post
B01FDRAPA4,Were there slight surface inperfections on the pendant when you received it?,S.Leaf Tiny Dot Necklace Sterling Silver Circle Pendant Gold Necklaces for Women,146,Post
B07HNB1HG9,Carb content?,"Secret Aardvark Serrabanero Green Hot Sauce | Made with Serrano & Green Habanero Peppers | Non-GMO, Low Carb, Low Sugar | Awesome Hot Sauce & Marinade 8 oz",0,Pre
B07JZ5CP5R,does this band come with pins?,"Fullmosa NATO Leather Watch Band, 3 Colors Leather Zulu Military 20mm 18mm 22mm 24mm Watch Bands,20mm Black",-1,Pre
B004E8DN30,Does it require soldering or just plug standard gutar plug to the other side?,Neutrik NP2X-AU-SILENT Switching 1/4-Inch Plug,8,Pre
B07DWCPZKF,How do I add a second collar to use with the same remote?,"Petoffers Dog Training Collar Shock Collar with Remote, Rechargeable Waterproof E-Collar for Dog, Bark Collar with Beep Vibrate Shock Modes for Small, Medium, Large Dogs, 1000ft",35,Post
B00VUTAFR8,I am looking for a light for my sewing table would this bright enough?,"TaoTronics LED Desk Lamp, Eye-caring Table Lamps, Dimmable Office Lamp with USB Charging Port, 5 Lighting Modes with 7 Brightness Levels, Touch Control, White, 12W, Philips EnabLED Licensing Program",-6,Pre
B072X38K53,Is this mount reverse threaded like my stock vw tow hook?,Dewhel Front Bumper Tow Hook License Plate Mount Bracket Holder Bolt On No-Drill Modification Tow Eye LP Holder For Volkswagen MK7 VII Golf GTi 2015-Up,344,Post
B07GYLSXJQ,Are the gears plastic?,"Coffee Grinder Electric Spice Grinder, Sararoom Stainless Steel Blades Grinder Mill 110V Low Noise DC Motor One-Touch Grinding for Burr Spices, Coffee Bean, Nuts, Herbs, Grains",-1,Pre
B07LG72JBX,Can i swap a wired camera for a wireless (ip) camera that supports onvif with this unit?,"BNT 1080P PoE Security Camera System, 8CH NVR 8 Camera, 7/24 Video Audio Recording Onvif, Free APP Remote Monitor, Customizable Motion Detectï¼Œ IP67 Waterproof Indoor Outdoor,1TB Hard Drive",-11,Pre
B07MCBH2CJ,Can someone link me to the adapter and cord ?,"Wireless Charger, Ultra Slim Qi Fast Wireless Charging Pad Compatible with iPhone X /8/8 Plus/XS/XS MAX/XR/Galaxy Note 8 /Note9 /S8 /S8 + /S9 /S9+ Wireless Charger (No AC Adapter)",-1,Pre
B07B984HJ5,Will this work with a BlackVue 650 2 channel?,Samsung PRO Endurance 128GB 100MB/s (U1) MicroSDXC Memory Card with Adapter (MB-MJ128GA/AM),-1,Pre
B07JZ91LSQ,Will this work if my dog whines/yaps? He does that way more than barking.,"PetFere Dog Bark Collar, Bark Collar Shock Collar, IP67 Waterproof Rechargeable Bark Collar Large Dog Smart Detected Chip Medium/Large Dogs-Stop Barking Safe (20-100LBS) (Small)",0,Pre
B00GAXU1D2,Will it fit a Glock 17 with a threaded barrel?,"Safariland, 7379, ALS Concealment Clip-on Holster, Right Hand",77,Post
B009LZQV3U,Does this fit a honda cry 2017? Another site says yes but amazon says it doesn't fit,"Dorman 41085 Air Cleaner Fastener for Select Acura / Honda Models, 4 Pack",-53,Pre
B077SXDHD5,does this product come with batteries?,Fisher-Price Deluxe Auto Rock 'n Play Sleeper,-1,Pre
B07DWXQHL4,Will this item lighten dark spots?,"ALOA Skincare Hyaluronic Acid Serum, 100% Vegan Hyaluronic Acid, Intense Hydration for Face and Eyes, Plumps Skin, Reduces the Appearance of Fine Lines & Wrinkles",586,Post
B0753K4CWG,"""When will amazon engineers complete their """"beta"""" test of the echo auto? i have been waiting since september 2018 for my invitation.""",Echo Auto- Hands-free Alexa in your car with your phone,-4711,Pre
B07FZZW241,"I assembled mine and it rocks from side to side when I'm on it, very unsteady and shaky. Has anyone had this problem? I am 130 lbs...","Simpfree Elliptical Machine Trainer Magnetic Smooth Quiet Driven, Top Levels Elliptical Trainer (Black)",473,Post
B00WFH3A7Q,How quickly does this product work? When can I expect results?,"Host Defense, MycoBotanicals Brain, Promotes Concentration, Memory and Cognitive Functioning, Daily Mushroom and Herb Supplement, Vegan, Organic, 60 Capsules (30 Servings)",48,Post
B00G612QOU,Wouldn't lithium batteries last much longer in this lantern than regular alkaline?  I know they are more expensive but would last 4 to 5 times longer.,"UST 60-DAY Duro LED Portable 1200 Lumen Lantern with Lifetime LED Bulbs and Hook for Camping, Hiking, Emergency and Outdoor Survival",20,Pre
B07C55MD5K,How is the power connected to control box ? With cigarette lighter plug or does it need to be hardwired ?,"Sunjoyco LED Truck Bed Lights, 8Pods RGB Multi-Color Lighting Kit with 48 Super Bright 5050 SMD LEDs & Wireless Remote & Waterproof for Truck Pickup Cargo Trailer RVs Boat - 8Pcs RGB Upgraded Version",31,Post
B01LYK701A,How fast does it cut a 1inch steel?,"Genesis GCOT335 3"" 3.5 Amp High Speed Corded Cut Off Tool with Quick-Release Adjustable Guard and Safety Switch",-43,Pre
B07GZLW8KZ,How do i talk to them?,"FUTUAN Overlord Albedo Cosplay Costume Customized Halloween (Suit, L)",-124,Pre
B00Q910XBA,"The short tabs with snaps attached to the handwarmer pockets, whats their purpose?",Walker and Hawkes Men's Derby Tweed Shooting Hunting Country Jacket Medium Dark Sage,77,Post
B077T35Q9F,Can I get 2 sets keyed alike?,"Copper Creek CKDB141-SS Colonial Door Knob keyed Alike, Satin Stainless",-13,Pre
B077LW1JP2,It says the razor is 12cm. Is that from one end to the other? Or is it just from the bottom of the handle until the spot where the razor is placed?,MANION M5 Matte Silver Long Handel Adjustable Double Edge Classic Safety Razor,303,Post
B001QFC8ZS,How long is this duster?,French Maid Feather Duster,-1,Pre
B003SOX02U,Can i set this up in an l formation? i have a corner unit and i just want to make an l shape in  the corner to make a full enclosure.,"Richell 3-in-1 Convertible Elite Pet Gate, 6-Panel",-3,Pre
B00NK9948M,How much water per treatment?,SteriPEN ULT-MP-EF SterPen Ultra UV Water Purifier,-1,Pre
B07FKTS3RZ,Can you put zipper instead of lace up ? And if I want to custom size how do I send you the measurements?,SIQINZHENG Women's Sweetheart Full Lace Beach Wedding Dress Mermaid Bridal Gown Ivory,-18,Pre
B07FSBY9GV,Which disk should I use for cutting stones? Like gravel or quartz?,GOXAWEE Rotary Tool Kit with MultiPro Keyless Chuck and Flex Shaft - 140pcs Accessories Variable Speed Electric Drill Set for Crafting Projects and DIY Creations,1,Pre
